,Brand,Owner,kilometers,Fuel,Transmission,Model,Price
8801,2019 Renault Kwid,1st Owner,"19,920 km",Petrol,Manual,1.5 TITANIUM TI VCT Manual,"₹11,97,399"
8802,2019 Toyota Glanza,1st Owner,"2,604 km",Petrol,,VXI AMT Automatic,"₹5,81,999"
8803,2015 Volkswagen Polo,2nd Owner,"63,908 km",Petrol,Manual,VXI BS IV Manual,"₹5,02,999"
8804,2020 Maruti Alto,1st Owner,"2,359 km",Petrol,Manual,VDI Manual,"₹4,29,899"
8805,2019 Ford Ecosport,1st Owner,"19,695 km",Diesel,Manual,ZDI PLUS Manual,"₹11,10,899"
8806,2013 Hyundai i20,1st Owner,"81,549 km",Petrol,Manual,ZDI+ DUAL TONE AMT Automatic,"₹4,50,899"
8807,2011 Volkswagen Vento,1st Owner,"74,037 km",Petrol,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹6,60,499"
8808,2014 Skoda Rapid,2nd Owner,"51,611 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹5,31,099"
8809,2016 Maruti Ertiga,1st Owner,"58,796 km",Diesel,Manual,ASTA 1.2 (O) VTVT Manual,"₹3,81,299"
8810,2016 Maruti Ciaz,1st Owner,"83,002 km",Diesel,Manual,SPORTZ O 1.2 Manual,"₹6,51,999"
8811,2017 Datsun Redi Go,1st Owner,"53,076 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹3,67,999"
8812,2014 Hyundai Xcent,1st Owner,"61,255 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹7,57,299"
8813,2014 Maruti Celerio,1st Owner,"15,647 km",Petrol,Automatic,VXI CNG Manual,"₹4,72,699"
8814,2017 Maruti Vitara Brezza,1st Owner,"32,882 km",Diesel,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹6,22,299"
8815,2017 Hyundai i20 Active,1st Owner,"10,754 km",Petrol,Manual,ZETA 1.2 K12 Manual,"₹15,01,299"
8816,2017 Tata Hexa,1st Owner,"72,986 km",Diesel,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"₹3,33,799"
8817,2015 Mahindra TUV300,2nd Owner,"97,261 km",Diesel,Automatic,CLIMBER 1.0 AT Automatic,"₹4,82,199"
8818,2017 Maruti Baleno,1st Owner,"36,120 km",Petrol,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹4,48,399"
8819,2016 Hyundai i20 Active,2nd Owner,"18,400 km",Petrol,Manual,SPORTZ (O) 1.2 AT VTVT Automatic,"₹5,78,499"
8820,2018 Tata TIGOR,1st Owner,"16,822 km",Petrol,Automatic,SPORTZ (O) 1.2 AT VTVT Automatic,"₹6,02,699"
8821,2017 Maruti Swift,1st Owner,"6,595 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹5,31,099"
8822,2015 Hyundai Eon,3rd Owner,"67,478 km",Petrol,Manual,VXI AMT Automatic,"₹9,01,499"
8823,2018 Maruti S Cross,1st Owner,"62,769 km",Diesel,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,02,299"
8824,2018 Honda WR-V,1st Owner,"17,699 km",Petrol,Manual,LXI Manual,"₹8,91,799"
8825,2021 Hyundai AURA,1st Owner,"3,169 km",Petrol + CNG,,ASTA AT 1.2 KAPPA VTVT Automatic,"₹7,98,799"
8826,2016 Datsun Redi Go,1st Owner,"14,426 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹5,70,999"
8827,2017 Hyundai i20 Active,2nd Owner,"22,017 km",Petrol,Manual,VXI AMT Automatic,"₹5,31,099"
8828,2015 Hyundai Elite i20,1st Owner,"74,911 km",Petrol,Manual,XT TWIST Manual,"₹5,31,099"
8829,2015 Hyundai Elite i20,1st Owner,"51,851 km",Petrol,Manual,LXI Manual,"₹9,53,899"
8830,2015 Hyundai Elite i20,2nd Owner,"66,594 km",Petrol,Manual,VXI AMT Automatic,"₹4,53,599"
8831,2010 Maruti A Star,1st Owner,"18,469 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹7,23,199"
8832,2013 Honda City,1st Owner,"1,10,545 km",Petrol,Manual,LXI Manual,"₹5,64,899"
8833,2018 Maruti Wagon R 1.0,1st Owner,"35,242 km",Petrol,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"₹4,71,999"
8834,2011 Maruti Swift Dzire,2nd Owner,"89,089 km",Petrol,Manual,VXI Manual,"₹17,38,999"
8835,2009 Maruti Wagon R,1st Owner,"83,486 km",Petrol,Manual,LXI Manual,"₹3,23,999"
8836,2016 Datsun Redi Go,1st Owner,"39,803 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹5,52,799"
8837,2017 Maruti Dzire,1st Owner,"67,513 km",Petrol,Automatic,VDI Manual,"₹4,37,499"
8838,2016 Renault Kwid,1st Owner,"28,663 km",Petrol,Manual,VXI (O) AMT Automatic,"₹4,62,299"
8839,2014 Hyundai Verna,1st Owner,"46,824 km",Petrol,Manual,VXI Manual,"₹5,36,499"
8840,2015 Maruti Celerio,1st Owner,"69,578 km",Petrol + CNG,Manual,LXI Manual,"₹6,93,699"
8841,2014 Maruti Wagon R 1.0,1st Owner,"73,032 km",Petrol,Manual,VXI Manual,"₹5,05,999"
8842,2017 Tata Hexa,1st Owner,"99,380 km",Diesel,Manual,TWIST XTA Automatic,"₹4,92,999"
8843,2017 Maruti IGNIS,1st Owner,"4,550 km",Petrol,Automatic,VXI 1.2 BS IV Manual,"₹5,65,399"
8844,2017 Maruti Celerio,1st Owner,"36,719 km",Petrol,Manual,RXL 85PS EXPLORE Manual,"₹3,74,199"
8845,2017 Ford Ecosport,1st Owner,"24,990 km",Petrol,Manual,ASTA 1.2 Manual,"₹3,66,799"
8846,2018 Maruti S Cross,1st Owner,"36,002 km",Diesel,Manual,LXI Manual,"₹4,93,299"
8847,2018 Maruti S Cross,1st Owner,"57,462 km",Diesel,Manual,DELTA 1.6 Manual,"₹4,83,699"
8848,2014 Maruti Swift,1st Owner,"46,166 km",Diesel,Manual,ZETA 1.3 DDIS SHVS Manual,"₹5,26,499"
8849,2015 Hyundai Eon,1st Owner,"61,536 km",Petrol,Manual,VXI Manual,"₹6,13,299"
8850,2020 Maruti Swift,1st Owner,"16,286 km",Petrol,Manual,1.5 SX MT I DTEC Manual,"₹4,60,999"
8851,2012 Hyundai i20,1st Owner,"49,704 km",Petrol,Manual,V MT PETROL Manual,"₹4,22,099"
8852,2018 Hyundai Grand i10,1st Owner,"9,646 km",Petrol,Manual,ZDI Manual,"₹3,20,999"
8853,2016 Hyundai Elite i20,2nd Owner,"56,445 km",Petrol,Manual,1.5 E MT PETROL Manual,"₹4,18,599"
8854,2018 Maruti Dzire,1st Owner,"64,285 km",Diesel,Manual,GT TSI 1.2 PETROL AT Automatic,"₹4,35,099"
8855,2017 Maruti Swift Dzire,2nd Owner,"62,638 km",Diesel,Automatic,1.6 SX VTVT Manual,"₹3,45,699"
8856,2017 Maruti Swift,1st Owner,"1,42,766 km",Diesel,Manual,ZXI 1.2 BS IV Manual,"₹4,42,499"
8857,2015 Hyundai i20 Active,2nd Owner,"33,616 km",Diesel,Manual,VX MT PETROL Manual,"₹5,29,599"
8858,2015 Maruti Ciaz,2nd Owner,"1,23,313 km",Diesel,Manual,1.4 SX Manual,"₹4,85,699"
8859,2017 Maruti Vitara Brezza,1st Owner,"70,598 km",Diesel,Manual,1.6 E + VTVT Manual,"₹7,69,199"
8860,2015 Maruti Celerio,1st Owner,"46,943 km",Petrol,Automatic,1.2 i-VTEC VX MT Manual,"₹5,47,599"
8861,2018 Honda Amaze,2nd Owner,"25,916 km",Petrol,Manual,VDI SHVS LIMITED EDITION Manual,"₹3,57,799"
8862,2016 Volkswagen Polo,2nd Owner,"48,730 km",Petrol,Automatic,VX (O) PETROL Manual,"₹6,09,999"
8863,2018 Ford Ecosport,1st Owner,"21,618 km",Diesel,Manual,LXI OPT Manual,"₹5,74,599"
8864,2014 Maruti Alto 800,2nd Owner,"1,14,574 km",Petrol,Manual,2.0 LONGITUDE (O) Manual,"₹6,53,099"
8865,2014 Maruti Swift,1st Owner,"78,579 km",Diesel,Manual,VXI Manual,"₹8,03,499"
8866,2019 Ford Ecosport,1st Owner,"10,102 km",Petrol,Automatic,V MT PETROL Manual,"₹4,16,699"
8867,2013 Maruti Swift,1st Owner,"98,145 km",Petrol,Manual,VX 1.2 Manual,"₹11,95,399"
8868,2014 Maruti Swift Dzire,2nd Owner,"30,601 km",Petrol,Manual,ZETA 1.2 K12 Manual,"₹13,13,899"
8869,2014 Maruti Alto 800,2nd Owner,"50,585 km",Petrol,Manual,XZ+ 1.2 Revotron Manual,"₹5,00,899"
8870,2016 Maruti Celerio,1st Owner,"30,840 km",Diesel,Manual,ASTA 1.2 Manual,"₹11,18,399"
8871,2015 Maruti Wagon R 1.0,1st Owner,"20,579 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹10,54,799"
8872,2017 Maruti Alto 800,1st Owner,"12,393 km",Petrol,Manual,2.0 SPORT Manual,"₹6,25,699"
8873,2016 Volkswagen Ameo,1st Owner,"38,999 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹3,51,899"
8874,2018 Maruti Eeco,1st Owner,"23,573 km",Petrol,Manual,1.2 ASTA (O) AT Automatic,"₹10,33,099"
8875,2017 Maruti Alto 800,1st Owner,"36,581 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹5,20,699"
8876,2017 Renault Kwid,2nd Owner,"7,801 km",Petrol,Manual,ZDI Manual,"₹6,54,099"
8877,2016 Renault Kwid,1st Owner,"46,713 km",Petrol,Manual,LXI CNG Manual,"₹11,11,899"
8878,2016 Maruti Vitara Brezza,1st Owner,"1,56,931 km",Diesel,Manual,VDI BS IV Manual,"₹7,65,499"
8879,2020 KIA SELTOS,1st Owner,"20,305 km",Diesel,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"₹10,97,199"
8880,2009 Maruti A Star,1st Owner,"94,540 km",Petrol,Manual,XZ 1.2 REVOTRON Manual,"₹16,48,299"
8881,2014 Maruti Ciaz,1st Owner,"1,35,893 km",Diesel,Manual,LXI Manual,"₹6,63,399"
8882,2017 Honda WR-V,1st Owner,"37,871 km",Petrol,Manual,1.5 EMT I DTEC Manual,"₹21,46,099"
8883,2016 Maruti Ertiga,1st Owner,"31,217 km",Diesel,Manual,VDI OPT Manual,"₹5,14,499"
8884,2019 MG HECTOR,1st Owner,"28,225 km",Petrol,Automatic,ALPHA 1.5 AT VTVT SHVS Automatic,"₹13,48,699"
8885,2016 Maruti Ertiga,1st Owner,"51,157 km",Diesel,Manual,VXI Manual,"₹4,60,199"
8886,2016 Hyundai Grand i10,1st Owner,"29,826 km",Petrol,Automatic,1.6 SX VTVT Manual,"₹4,44,399"
8887,2018 Mahindra XUV500,1st Owner,"39,484 km",Diesel,Manual,HIGHLINE1.2L PETROL Manual,"₹3,19,099"
8888,2019 Hyundai Creta,2nd Owner,"61,173 km",Diesel,Manual,1.6 CRDI SX PLUS AUTO Automatic,"₹4,69,899"
8889,2017 Maruti Swift,1st Owner,"8,187 km",Petrol,Manual,SIGMA SHVS Manual,"₹8,27,899"
8890,2019 Maruti Celerio,1st Owner,"13,577 km",Petrol + CNG,Manual,SPORTZ 1.2 O Manual,"₹4,23,699"
8891,2018 Maruti Eeco,1st Owner,"41,301 km",Petrol + CNG,Manual,XZ+ 1.5 Manual,"₹3,88,699"
8892,2016 Hyundai Grand i10,2nd Owner,"36,906 km",Petrol,Manual,2.2 DIESEL Automatic,"₹4,71,599"
8893,2013 Hyundai Verna,1st Owner,"28,878 km",Petrol,Manual,320D LUXURYLINE Automatic,"₹5,67,899"
8894,2012 BMW X1,3rd Owner,"52,029 km",Diesel,Automatic,320D LUXURYLINE Automatic,"₹5,35,899"
8895,2015 Maruti Celerio,1st Owner,"14,997 km",Petrol,Automatic,VXI Manual,"₹5,31,999"
8896,2015 Hyundai Elite i20,1st Owner,"42,107 km",Diesel,Manual,1.5 TREND TI VCT Manual,"₹6,56,899"
8897,2017 Maruti Alto K10,1st Owner,"33,040 km",Petrol,Manual,1.6 SX (O) CRDI Manual,"₹6,78,699"
8898,2020 Maruti Ertiga,1st Owner,"32,402 km",Petrol + CNG,Manual,30 TFSI Premium Automatic,"₹4,88,299"
8899,2017 Jeep Compass,1st Owner,"15,696 km",Diesel,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹3,32,299"
8900,2016 Maruti Alto 800,3rd Owner,"24,792 km",Petrol + CNG,Manual,FLUIDIC 1.6 SX VTVT Manual,"₹3,79,599"
8901,2019 Jeep Compass,1st Owner,"19,830 km",Petrol,Automatic,VXI PLUS Manual,"₹7,92,499"
8902,2010 Maruti Alto K10,3rd Owner,"44,407 km",Petrol,Manual,RXZ AMT 110 PS Automatic,"₹16,62,999"
8903,2014 Nissan Terrano,1st Owner,"94,590 km",Diesel,Manual,HIGHLINE1.5L DIESEL Manual,"₹7,24,899"
8904,2011 Toyota Innova,3rd Owner,"1,21,805 km",Diesel,Manual,T (O) Manual,"₹5,89,399"
8905,2016 Renault Kwid,1st Owner,"54,366 km",Petrol,Manual,RXE Manual,"₹4,92,099"
8906,2016 Hyundai Elite i20,1st Owner,"45,565 km",Diesel,Manual,FLUIDIC 1.6 EX VTVT Manual,"₹5,58,399"
8907,2016 Volkswagen Ameo,2nd Owner,"39,132 km",Petrol,Manual,ALPHA 1.3 DDIS SHVS Manual,"₹5,61,899"
8908,2015 Maruti Ciaz,2nd Owner,"72,544 km",Petrol,Manual,2.0 TDI S LINE Automatic,"₹6,69,099"
8909,2017 Maruti Dzire,2nd Owner,"38,118 km",Diesel,Automatic,VXI CNG Manual,"₹4,44,699"
8910,2018 Maruti Ciaz,1st Owner,"28,121 km",Diesel,Manual,VDI AMT Automatic,"₹8,27,399"
8911,2016 Maruti Vitara Brezza,1st Owner,"97,103 km",Diesel,Manual,1.5 TITANIUM TI VCT Manual,"₹3,62,699"
8912,2014 BMW 3 Series,3rd Owner,"75,353 km",Diesel,Automatic,ZETA 1.2 K12 Manual,"₹11,77,899"
8913,2017 Maruti Baleno,1st Owner,"53,917 km",Petrol,Manual,MAGNA 1.2 Manual,"₹7,93,199"
8914,2016 Maruti Swift,1st Owner,"39,706 km",Diesel,Manual,CLIMBER 1.0 AT Automatic,"₹17,50,999"
8915,2016 Maruti Vitara Brezza,1st Owner,"59,284 km",Diesel,Manual,SX (O) DIESEL AT Automatic,"₹3,58,299"
8916,2013 Ford Ecosport,1st Owner,"39,015 km",Diesel,Manual,1.2 VXMT I VTEC Manual,"₹3,07,799"
8917,2016 Maruti Vitara Brezza,1st Owner,"51,775 km",Diesel,Manual,XZ+ 1.2 Revotron Manual,"₹17,18,099"
8918,2020 KIA SELTOS,1st Owner,"3,298 km",Diesel,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹16,06,199"
8919,2016 Toyota Innova Crysta,1st Owner,"2,14,457 km",Diesel,Automatic,1.5 TDCI TITANIUM PLUS Manual,"₹6,39,899"
8920,2015 Volkswagen Polo,4th Owner,"50,328 km",Petrol,Automatic,COMFORTLINE MT PETROL Manual,"₹11,45,599"
8921,2016 Volkswagen Ameo,1st Owner,"30,483 km",Petrol,Manual,1.2 V CVT I VTEC Automatic,"₹6,08,999"
8922,2019 Maruti Swift,1st Owner,"4,888 km",Petrol,Automatic,1.5 TITANIUM TI VCT AT Automatic,"₹6,19,299"
8923,2016 Ford Figo Aspire,1st Owner,"26,527 km",Petrol,Automatic,1.2 SX Manual,"₹7,66,099"
8924,2015 Skoda Octavia,2nd Owner,"89,454 km",Diesel,Automatic,1.5 TREND DIESEL Manual,"₹5,04,599"
8925,2018 Toyota YARIS,1st Owner,"10,012 km",Petrol,Automatic,VDI BS IV Manual,"₹3,97,799"
8926,2015 Hyundai i20 Active,1st Owner,"59,093 km",Petrol,Manual,1.2 i-VTEC VX MT Manual,"₹17,20,599"
8927,2014 Ford Ecosport,1st Owner,"57,108 km",Diesel,Manual,VDI SHVS Manual,"₹9,99,899"
8928,2015 Hyundai Creta,1st Owner,"72,365 km",Diesel,Manual,G MT Manual,"₹6,93,499"
8929,2015 Hyundai Creta,1st Owner,"81,424 km",Diesel,Manual,1.2 Manual,"₹6,19,699"
8930,2016 Hyundai Creta,1st Owner,"1,11,500 km",Diesel,Manual,VXI Manual,"₹8,85,399"
8931,2018 Toyota YARIS,1st Owner,"20,272 km",Petrol,Automatic,SHARP DCT PETROL Automatic,"₹7,29,399"
8932,2018 Tata NEXON,1st Owner,"30,601 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹8,87,899"
8933,2015 Ford Ecosport,2nd Owner,"51,187 km",Petrol,Manual,1.4 SX Manual,"₹8,20,699"
8934,2016 Maruti Ertiga,1st Owner,"69,654 km",Diesel,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹9,48,499"
8935,2017 Ford New Figo,1st Owner,58 km,Petrol,Manual,MAGNA 1.2 Manual,"₹6,36,699"
8936,2016 Hyundai Creta,1st Owner,"54,201 km",Petrol,Automatic,M8 7 STR,"₹5,91,399"
8937,2016 Maruti Vitara Brezza,2nd Owner,"96,919 km",Diesel,Manual,M8 7 STR,"₹5,88,599"
8938,2014 Ford Ecosport,1st Owner,"53,046 km",Diesel,Manual,1.6 SX PLUS AUTO PETROL Automatic,"₹5,77,699"
8939,2014 Ford Ecosport,1st Owner,"1,18,719 km",Diesel,Manual,Varicor 320 XE Manual,"₹6,27,799"
8940,2020 Tata ALTROZ,1st Owner,"10,365 km",Petrol,Manual,ASTA 1.2 Manual,"₹6,73,999"
8941,2017 Maruti S Cross,1st Owner,"60,754 km",Diesel,Manual,ZDI PLUS Manual,"₹6,37,699"
8942,2019 Maruti New Wagon-R,1st Owner,"3,555 km",Petrol,Manual,VDI Manual,"₹19,93,299"
8943,2017 Maruti Ertiga,2nd Owner,"40,062 km",Diesel,Manual,ASTA 1.2 Manual,"₹8,44,499"
8944,2019 Maruti New Wagon-R,1st Owner,"22,448 km",Petrol,Manual,XZ 1.2,"₹11,88,699"
8945,2014 Hyundai Elite i20,2nd Owner,"36,694 km",Petrol,Manual,1.6 E + VTVT Manual,"₹8,02,499"
8946,2017 Volkswagen Vento,1st Owner,"20,491 km",Petrol,Automatic,V CVT Automatic,"₹3,97,699"
8947,2019 Maruti XL6,1st Owner,"13,829 km",Petrol,Manual,VXI Manual,"₹3,76,799"
8948,2017 Tata Hexa,2nd Owner,"45,407 km",Diesel,Automatic,DELTA 1.2 K12 Manual,"₹7,70,399"
8949,2016 Maruti Baleno,1st Owner,"92,929 km",Diesel,Manual,G MT PETROL Manual,"₹6,77,199"
8950,2016 Toyota Fortuner,1st Owner,"1,71,099 km",Diesel,Automatic,VDI SHVS Manual,"₹6,41,699"
8951,2016 Maruti Baleno,1st Owner,"26,581 km",Petrol,Automatic,DELTA 1.2 K12 Manual,"₹5,57,099"
8952,2015 Hyundai Elite i20,1st Owner,"37,423 km",Diesel,Manual,DELTA 1.2 K12 Manual,"₹4,84,199"
8953,2017 Maruti Ertiga,1st Owner,"31,680 km",Diesel,Manual,1.2 V AT Automatic,"₹10,47,799"
8954,2017 Hyundai Verna,1st Owner,"45,244 km",Diesel,Manual,1.5 i-DTEC VX MT Manual,"₹11,31,799"
8955,2019 Renault TRIBER,1st Owner,"15,524 km",Petrol,Manual,VXI Manual,"₹3,79,199"
8956,2019 Hyundai VENUE,2nd Owner,"26,576 km",Petrol,Automatic,VXI Manual,"₹7,03,599"
8957,2017 Toyota Camry,1st Owner,"69,593 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹11,78,599"
8958,2017 Hyundai Creta,1st Owner,"72,717 km",Diesel,Automatic,SX(O) CRDi Manual,"₹4,57,399"
8959,2014 Maruti Celerio,1st Owner,"1,11,516 km",Petrol,Manual,ASTA 1.2 VTVT Manual,"₹4,55,999"
8960,2016 Maruti Ertiga,1st Owner,"55,926 km",Diesel,Manual,1.0 ECOBOOST TITANIUM Manual,"₹4,65,899"
8961,2019 Hyundai VENUE,1st Owner,"3,139 km",Petrol,Automatic,1.0 RXT Manual,"₹6,00,899"
8962,2016 Honda Jazz,1st Owner,"37,307 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,89,299"
8963,2015 Maruti Celerio,1st Owner,"34,813 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹7,23,599"
8964,2017 Maruti IGNIS,1st Owner,"24,753 km",Petrol,Manual,SHARP DCT PETROL Automatic,"₹5,65,799"
8965,2017 Ford Ecosport,1st Owner,"43,669 km",Petrol,Automatic,SHARP 2.0 DIESEL Manual,"₹10,82,799"
8966,2014 BMW 3 Series,1st Owner,"76,122 km",Diesel,Automatic,2.5 GX 8 STR BS IV Manual,"₹5,29,899"
8967,2014 Hyundai Grand i10,1st Owner,"75,527 km",Petrol,Manual,2.0 TDI CR LK AT Automatic,"₹11,78,399"
8968,2017 Jeep Compass,2nd Owner,"25,491 km",Diesel,Manual,RXL Manual,"₹8,99,499"
8969,2013 Hyundai Grand i10,2nd Owner,"48,699 km",Petrol,Manual,1.6 CRDI SX PLUS AUTO Automatic,"₹18,56,199"
8970,2017 Volkswagen Polo,1st Owner,"12,773 km",Petrol,Automatic,1.6 SX VTVT AT (O) Automatic,"₹8,15,199"
8971,2018 Hyundai Verna,1st Owner,"12,584 km",Petrol,Automatic,VL AT Automatic,"₹5,41,399"
8972,2013 Maruti Wagon R Stingray,2nd Owner,"22,357 km",Petrol,Manual,ZETA SHVS Manual,"₹7,48,899"
8973,2018 Maruti IGNIS,2nd Owner,"12,811 km",Petrol,Manual,GT TSI 1.2 PETROL AT Automatic,"₹8,10,299"
8974,2014 Volkswagen Polo,1st Owner,"67,087 km",Petrol,Manual,FLUIDIC 1.6 SX VTVT Manual,"₹9,70,399"
8975,2017 Volkswagen Polo,1st Owner,"23,180 km",Petrol,Manual,ZXI Plus SHVS Manual,"₹8,33,599"
8976,2014 Honda City,2nd Owner,"37,909 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹11,28,099"
8977,2018 Nissan Micra,1st Owner,"21,213 km",Petrol,Automatic,SHARP DCT PETROL Automatic,"₹5,22,699"
8978,2019 Maruti Baleno,1st Owner,"16,002 km",Petrol,Manual,ZXI SMART HYBRID AT Automatic,"₹6,15,299"
8979,2018 Nissan Micra,1st Owner,"14,360 km",Petrol,Automatic,1.5TITANIUM TDCI Manual,"₹3,59,099"
8980,2018 Maruti IGNIS,1st Owner,"9,217 km",Petrol,Automatic,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹13,64,599"
8981,2017 Ford Ecosport,1st Owner,"24,680 km",Petrol,Automatic,COMFORTLINE 1.0 Manual,"₹4,13,699"
8982,2018 Tata Tiago,2nd Owner,"5,297 km",Petrol,Automatic,SPORTZ 1.2 O Manual,"₹7,11,199"
8983,2018 Tata Tiago,2nd Owner,"13,066 km",Petrol,Manual,VDI BS IV Manual,"₹9,31,199"
8984,2012 Maruti Swift,1st Owner,"95,736 km",Diesel,Manual,VXI AMT Automatic,"₹8,24,499"
8985,2019 Hyundai Elite i20,1st Owner,"10,129 km",Petrol,Manual,1.2 SPORTS PLUS VTVT Manual,"₹8,10,299"
8986,2018 Maruti Baleno,1st Owner,"25,115 km",Petrol,Manual,1.5 TITANIUM SIGNATURE (SUNROOF) TDCI Manual,"₹6,45,299"
8987,2019 Tata NEXON,1st Owner,"50,154 km",Diesel,Manual,1.2 SPORTS PLUS VTVT Manual,"₹6,53,999"
8988,2018 Maruti Swift,1st Owner,"25,571 km",Petrol,Automatic,VDI Manual,"₹6,37,699"
8989,2018 Maruti IGNIS,2nd Owner,"8,543 km",Petrol,Manual,LXI Manual,"₹11,16,499"
8990,2014 Honda City,1st Owner,"1,46,906 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹8,31,099"
8991,2019 MG HECTOR,1st Owner,"6,399 km",Petrol,Automatic,VXI 1.2 BS IV Manual,"₹8,68,399"
8992,2013 Maruti Swift Dzire,1st Owner,"74,296 km",Diesel,Manual,LDI Manual,"₹4,05,399"
8993,2016 Maruti Ciaz,1st Owner,"1,09,630 km",Diesel,Manual,ZXI + Manual,"₹5,31,099"
8994,2017 Volkswagen Polo,1st Owner,"40,500 km",Petrol,Automatic,VXI AMT Automatic,"₹6,43,499"
8995,2018 Maruti Swift,2nd Owner,"23,414 km",Petrol,Manual,VDI OPT Manual,"₹6,45,699"
8996,2014 Maruti Ritz,1st Owner,"1,21,608 km",Diesel,Manual,VDI Manual,"₹6,32,199"
8997,2017 Hyundai Elite i20,1st Owner,"25,111 km",Petrol,Manual,VDI Manual,"₹3,81,999"
8998,2017 Maruti Baleno,1st Owner,"18,994 km",Petrol,Manual,SPORTZ 1.1 IRDE2 Manual,"₹6,27,299"
8999,2016 Volkswagen Vento,1st Owner,"1,11,708 km",Diesel,Automatic,SPORTZ 1.2 KAPPA VTVT Manual,"₹6,22,199"
9000,2018 Volkswagen Polo,1st Owner,"20,448 km",Petrol,Automatic,ZXI + Manual,"₹4,82,599"
9001,2017 Skoda Superb,2nd Owner,"22,446 km",Petrol,Automatic,magna 1.2 crdi Manual,"₹4,44,399"
9002,2018 Ford Ecosport,1st Owner,"29,959 km",Petrol,Automatic,ZXI Manual,"₹10,16,199"
9003,2012 Maruti Swift Dzire,1st Owner,"1,36,082 km",Diesel,Manual,ALPHA 1.2 K12 Manual,"₹8,91,799"
9004,2017 Maruti Baleno,1st Owner,"56,956 km",Petrol,Manual,LXI CNG Manual,"₹7,83,199"
9005,2015 Maruti Swift Dzire,2nd Owner,"15,052 km",Petrol,Manual,LXI Manual,"₹4,89,999"
9006,2018 Ford Ecosport,1st Owner,"44,116 km",Diesel,Manual,1.2 V MT Manual,"₹8,91,799"
9007,2018 Hyundai Creta,1st Owner,"69,711 km",Petrol,Automatic,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,48,699"
9008,2018 Hyundai Elite i20,1st Owner,"23,930 km",Petrol,Manual,1.2 VX AT I VTEC Automatic,"₹6,54,499"
9009,2018 Maruti Baleno,1st Owner,"6,283 km",Petrol,Automatic,VXI Manual,"₹9,17,899"
9010,2017 Volkswagen Vento,1st Owner,"95,513 km",Diesel,Automatic,VXI Manual,"₹4,91,099"
9011,2015 Maruti Wagon R 1.0,1st Owner,"67,888 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹5,20,099"
9012,2018 Maruti Swift,2nd Owner,"3,345 km",Petrol,Manual,SPORTZ (O) 1.2 AT VTVT Automatic,"₹3,73,099"
9013,2018 Ford Ecosport,2nd Owner,"17,005 km",Petrol,Manual,SPORTZ O 1.2 Manual,"₹4,37,099"
9014,2012 Maruti Swift Dzire,1st Owner,"59,496 km",Diesel,Manual,VXI Manual,"₹6,65,799"
9015,2018 Maruti Wagon R 1.0,1st Owner,"67,022 km",Petrol,Automatic,LXI Manual,"₹4,34,299"
9016,2019 Hyundai Elite i20,1st Owner,"40,106 km",Diesel,Manual,LXI Manual,"₹3,44,299"
9017,2016 Maruti Celerio,2nd Owner,"95,276 km",Petrol,Automatic,ASTA 1.2 (O) VTVT Manual,"₹3,17,099"
9018,2013 Maruti Swift Dzire,1st Owner,"87,964 km",Diesel,Manual,ZXI Manual,"₹3,33,399"
9019,2019 Ford Ecosport,1st Owner,"18,284 km",Petrol,Manual,ALPHA DDIS 190 Manual,"₹3,63,699"
9020,2016 Maruti Celerio,2nd Owner,"34,999 km",Petrol,Automatic,VXI Manual,"₹4,22,299"
9021,2013 Maruti Ritz,1st Owner,"55,173 km",Petrol,Manual,VXI Manual,"₹5,88,999"
